bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1797917,MD,2024,20,0.9723,"election, board, campaign, law, voter",election
1826318,MD,2024,5,0.9527,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1839147,MD,2024,6,0.935,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1812217,MD,2024,26,0.969,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1798162,MD,2024,9,0.9261,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1850434,MD,2024,12,0.9336,"energy, electric, commission, company, public",energy
1797782,MD,2024,11,0.9669,"inmate, correctional, services, department, law",inmate
1798027,MD,2024,42,0.9509,"department, license, oyster, person, natural",department
1840571,MD,2024,32,0.9734,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1832793,MD,2024,5,0.9673,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1826380,MD,2024,2,0.9574,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1817824,MD,2024,5,0.9495,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
